ticker,datetime,open,high,low,close,volume,vwap,ema9,ema20,day_change_pct,gap_pct,float_m,premarket_volume,relative_volume,above_vwap,catalyst,catalyst_quality,pullback_quality,spider_score,quality,setup_status,entry,stop,target_1r,target_2r,room_to_resistance_r,coach_note,spread_pct,premarket_high,previous_day_high
MTRX,2026-07-20 09:39:00,13.23,13.31,13.07,13.15,365085,12.76,12.94,12.66,7.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:40:00,13.15,13.19,12.93,13.0,292075,12.77,12.95,12.69,6.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:41:00,13.0,13.04,12.91,12.95,222017,12.77,12.95,12.72,6.2,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:42:00,12.95,13.03,12.88,13.02,288525,12.78,12.96,12.75,6.7,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:43:00,13.02,13.16,12.94,13.1,339754,12.8,12.99,12.78,7.4,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:44:00,13.1,13.23,13.05,13.19,560777,12.82,13.03,12.82,8.1,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:45:00,13.19,13.27,13.11,13.22,541881,12.85,13.07,12.86,8.4,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:46:00,13.22,13.37,13.2,13.35,603768,12.88,13.13,12.9,9.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:47:00,13.35,13.43,13.35,13.37,660162,12.91,13.18,12.95,9.6,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:48:00,13.37,13.46,13.28,13.39,480095,12.94,13.22,12.99,9.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:49:00,13.39,13.64,13.37,13.6,783840,12.98,13.29,13.05,11.4,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:50:00,13.6,13.69,13.5,13.64,452681,13.01,13.36,13.1,11.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:51:00,13.64,13.89,13.63,13.83,480181,13.04,13.46,13.17,13.3,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:52:00,13.83,14.14,13.81,14.05,631511,13.09,13.57,13.26,15.2,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:53:00,14.05,14.16,14.03,14.09,467833,13.12,13.68,13.34,15.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:54:00,14.09,14.2,14.04,14.16,464241,13.16,13.77,13.42,16.1,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:55:00,14.16,14.37,14.11,14.33,413203,13.19,13.89,13.5,17.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:56:00,14.33,14.36,14.28,14.34,611818,13.24,13.98,13.58,17.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:57:00,14.34,14.35,14.25,14.31,452404,13.27,14.04,13.65,17.3,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:58:00,14.31,14.34,14.15,14.23,466110,13.3,14.08,13.71,16.6,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 09:59:00,14.23,14.35,14.19,14.25,560196,13.33,14.11,13.76,16.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:00:00,14.25,14.44,14.22,14.39,581118,13.37,14.17,13.82,17.9,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:01:00,14.39,14.54,14.31,14.49,515081,13.4,14.23,13.88,18.7,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:02:00,14.49,14.51,14.38,14.43,525403,13.43,14.27,13.93,18.3,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:03:00,14.43,14.52,14.36,14.39,515909,13.46,14.3,13.98,17.9,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:04:00,14.39,14.39,14.29,14.37,407525,13.48,14.31,14.01,17.8,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:05:00,14.37,14.42,14.31,14.41,634991,13.51,14.33,14.05,18.1,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:06:00,14.41,14.43,14.39,14.42,442699,13.53,14.35,14.09,18.2,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:07:00,14.42,14.48,14.35,14.46,436033,13.55,14.37,14.12,18.5,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:08:00,14.46,14.54,14.38,14.5,441426,13.57,14.4,14.16,18.9,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
MTRX,2026-07-20 10:09:00,14.5,14.57,14.47,14.5,393937,13.59,14.42,14.19,18.9,26,34.0,1400000,4.2,True,Earnings beat,Strong,Good,81,A,First Pullback Confirmed,13.19,12.88,13.5,13.81,2.3,Good setup; wait for confirmation and avoid anticipation.,0.14,13.32,11.83
BLZE,2026-07-20 09:30:00,3.23,3.28,3.22,3.25,635054,3.25,3.25,3.25,0.0,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:31:00,3.25,3.27,3.24,3.26,638634,3.25,3.25,3.25,0.2,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:32:00,3.26,3.34,3.25,3.33,840916,3.28,3.27,3.26,2.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:33:00,3.33,3.38,3.31,3.36,722558,3.3,3.29,3.27,3.5,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:34:00,3.36,3.42,3.36,3.41,714408,3.32,3.31,3.28,4.8,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:35:00,3.41,3.46,3.39,3.45,749335,3.35,3.34,3.3,6.1,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:36:00,3.45,3.5,3.43,3.49,548570,3.36,3.37,3.32,7.5,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:37:00,3.49,3.54,3.48,3.54,438709,3.38,3.4,3.34,8.8,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:38:00,3.54,3.57,3.52,3.55,290518,3.39,3.43,3.36,9.3,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:39:00,3.55,3.56,3.5,3.51,241407,3.39,3.45,3.37,8.0,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:40:00,3.51,3.52,3.45,3.46,305501,3.39,3.45,3.38,6.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:41:00,3.46,3.46,3.4,3.42,308593,3.4,3.44,3.38,5.2,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:42:00,3.42,3.43,3.36,3.37,333140,3.39,3.43,3.38,3.8,44,7.2,4200000,9.1,False,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:43:00,3.37,3.42,3.36,3.41,545275,3.4,3.43,3.39,5.0,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:44:00,3.41,3.47,3.4,3.46,452020,3.4,3.43,3.39,6.3,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:45:00,3.46,3.48,3.44,3.47,564786,3.4,3.44,3.4,6.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:46:00,3.47,3.48,3.46,3.47,575940,3.41,3.44,3.41,6.7,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:47:00,3.47,3.51,3.45,3.49,544323,3.41,3.45,3.41,7.3,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:48:00,3.49,3.55,3.47,3.54,504685,3.42,3.47,3.43,9.0,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:49:00,3.54,3.55,3.5,3.52,364814,3.42,3.48,3.43,8.2,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:50:00,3.52,3.56,3.51,3.55,652349,3.43,3.49,3.45,9.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:51:00,3.55,3.57,3.54,3.56,701788,3.44,3.51,3.46,9.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:52:00,3.56,3.64,3.55,3.61,494881,3.45,3.53,3.47,11.1,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:53:00,3.61,3.62,3.59,3.59,564237,3.45,3.54,3.48,10.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:54:00,3.59,3.61,3.58,3.59,623459,3.46,3.55,3.49,10.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:55:00,3.59,3.6,3.56,3.57,596049,3.46,3.56,3.5,9.8,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:56:00,3.57,3.59,3.53,3.56,561290,3.47,3.56,3.51,9.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:57:00,3.56,3.6,3.54,3.59,415730,3.47,3.56,3.51,10.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:58:00,3.59,3.61,3.57,3.61,514265,3.47,3.57,3.52,11.1,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 09:59:00,3.61,3.63,3.61,3.61,482028,3.48,3.58,3.53,11.0,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:00:00,3.61,3.62,3.59,3.6,285478,3.48,3.58,3.54,10.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:01:00,3.6,3.61,3.54,3.56,559623,3.48,3.58,3.54,9.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:02:00,3.56,3.57,3.55,3.56,598707,3.49,3.58,3.54,9.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:03:00,3.56,3.57,3.55,3.57,576492,3.49,3.57,3.54,9.7,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:04:00,3.57,3.59,3.54,3.57,638044,3.49,3.57,3.55,9.8,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:05:00,3.57,3.59,3.55,3.57,601842,3.49,3.57,3.55,9.9,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:06:00,3.57,3.58,3.54,3.56,614248,3.5,3.57,3.55,9.4,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:07:00,3.56,3.59,3.54,3.56,514966,3.5,3.57,3.55,9.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:08:00,3.56,3.58,3.54,3.56,516847,3.5,3.57,3.55,9.7,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
BLZE,2026-07-20 10:09:00,3.56,3.62,3.56,3.6,500652,3.5,3.57,3.56,10.6,44,7.2,4200000,9.1,True,Strategic partnership,Medium,Fair,78,A,Extended — Wait,3.52,3.36,3.68,3.84,1.6,Borderline setup; require tighter confirmation.,0.35,3.54,3.15
QNTM,2026-07-20 09:30:00,16.72,16.82,16.63,16.8,636243,16.8,16.8,16.8,0.0,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:31:00,16.8,17.05,16.73,16.98,842871,16.9,16.84,16.82,1.1,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:32:00,16.98,17.32,16.9,17.26,616490,17.01,16.92,16.86,2.7,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:33:00,17.26,17.62,17.23,17.57,919765,17.18,17.05,16.93,4.6,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:34:00,17.57,17.7,17.52,17.63,697144,17.26,17.17,16.99,5.0,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:35:00,17.63,17.82,17.54,17.75,510654,17.32,17.28,17.07,5.7,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:36:00,17.75,18.04,17.7,18.0,1129845,17.47,17.43,17.16,7.1,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:37:00,18.0,18.26,17.93,18.15,856799,17.56,17.57,17.25,8.0,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:38:00,18.15,18.3,17.83,17.89,278015,17.58,17.64,17.31,6.5,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:39:00,17.89,18.01,17.8,17.89,340279,17.59,17.69,17.37,6.5,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:40:00,17.89,17.94,17.69,17.83,402575,17.6,17.71,17.41,6.1,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:41:00,17.83,17.92,17.67,17.77,178364,17.61,17.72,17.44,5.8,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:42:00,17.77,17.86,17.55,17.62,326034,17.61,17.7,17.46,4.9,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:43:00,17.62,17.95,17.56,17.86,344189,17.62,17.73,17.5,6.3,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:44:00,17.86,18.06,17.81,17.97,485659,17.64,17.78,17.54,7.0,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:45:00,17.97,18.28,17.92,18.23,279809,17.66,17.87,17.61,8.5,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:46:00,18.23,18.4,18.14,18.28,635585,17.7,17.95,17.67,8.8,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:47:00,18.28,18.49,18.21,18.34,332546,17.72,18.03,17.74,9.2,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:48:00,18.34,18.55,18.31,18.51,467805,17.76,18.13,17.81,10.2,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:49:00,18.51,18.66,18.51,18.59,555617,17.8,18.22,17.88,10.6,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:50:00,18.59,18.82,18.5,18.8,508612,17.84,18.34,17.97,11.9,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:51:00,18.8,19.04,18.73,18.98,463863,17.89,18.46,18.07,13.0,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
QNTM,2026-07-20 09:52:00,18.98,19.09,18.97,19.04,516918,17.94,18.58,18.16,13.3,22,46.0,850000,3.1,True,New product launch,Medium,Good,72,B,Watching VWAP,17.95,17.55,18.35,18.75,2.1,Borderline setup; require tighter confirmation.,0.12,18.26,16.3
